file_name,transcription
TEDX_F_040_SPA_0014,sin saber exactamente la trascendencia que este va tener en el estudio en basement se nos ocurrió una idea un libro un ebook
TEDX_F_040_SPA_0015,que pudiera captar esa idea esa necesidad de de de lanzar una idea que va revolucionar conciencias sin saber el efecto que va tener
TEDX_F_040_SPA_0016,en las en los quel van a recibir el mensaje esa ima ese mensaje va pasando de cultura en cultura de civilización en civilización
TEDX_F_040_SPA_0017,de perí­odo histórico en perí­odo histórico y va haciendo que quien lo recibe transforme su realidad ese es el tipo de historias que nos gusta a nosotros contar
TEDX_F_040_SPA_0018,la manera en la que encontramos para que pudiera explicarse el mensaje en pensando que lo que más comunica es la emoción humana
TEDX_F_040_SPA_0019,y es lo que hace que seamos empáticos los unos con los otros entonces si logras hacer una imagen que pueda transmitir eso ya estas del otro lado
TEDX_F_040_SPA_0020,mi tí­a es psicóloga y mi tí­a me compró un cuadro me dice que ese cuadro ha hecho que varios de sus pacientes confiesen
TEDX_F_040_SPA_0021,ciscunstancias de su vida que han estado reprimidas por mucho tiempo y la lógica es muy sencilla los sueños son imagenes todos somos personas sí­mbolicas
TEDX_F_040_SPA_0022,todos trabajamos por medio de como la yustaposición de las imagenes como decí­a eiseinstein en sus pelí­culas
TEDX_F_040_SPA_0023,nosotros nos contamos una idea por imagenes abstras abstractas que van sucediendo en la cabeza en los sueños y cuando despertamos las hilamos
TEDX_F_040_SPA_0024,según nuestra vida según nuestras historias nuestros contextos cuando las emociones se reprimen las imagenes se vuelven llaves para acceder a ellas
TEDX_F_040_SPA_0025,como haces que esa emoción en el contexto visual sea efectivo que se tiene que hacer después de que tienes una idea
TEDX_F_040_SPA_0026,y sabes la emoción que quieres transmitir lo primero que tienes que hacer es concretar la idea limpiar el discurso saber cua que es lo esencial
TEDX_F_040_SPA_0027,de lo que quieres transmitir y tú imagen tiene que ayudarse de todos lo elementos visuales para poder concretarlo
TEDX_F_040_SPA_0028,y todo esto porque cuando la imagen es despectiva genera una catarsis emocional en el espectador lo que sucedia con los pacientes de mi tia cuando verí­an el cuadro podí­an
TEDX_F_040_SPA_0029,invlucrarse con la imagen con la situación retratada es como cuando tienes un pensamiento recurrente y no encuentras la palabra para
TEDX_F_040_SPA_0030,para comunicarla y deshacerte de de de eso osea es es algo que todos podemos compartir son emociones que todos alguna vez hemos sentido
TEDX_F_040_SPA_0031,y entonces se trata de poder ser lo suficientemente eficaz como para que se entienda siempre cuando quieres comunicar
TEDX_F_040_SPA_0032,y cuando estas empezando a trabajar con la idea lo primero es que no tienes mucho tiempo para convencer a alguien de que te compré la idea entonces tienes que hacer
TEDX_F_040_SPA_0033,concreto cuando estas platicando un una idea de un largo solo tienes
TEDX_F_040_SPA_0034,dicen lo que duras en el elevador con el productor para convercerlo de que tú idea es maravillosa para eso esta la técnica
TEDX_F_040_SPA_0035,la técnica y el método para los creadores son las herramientas para asegurar que dentro de lo representado se entiende lo que se desea transmitir
TEDX_F_040_SPA_0036,en las artes visuales lo importante es saber que no hay un solo camino para hacer las cosas
TEDX_F_040_SPA_0037,y que el estilo propio de un artista se genera cuando tu descubres un método lo suficientemente propio
TEDX_F_040_SPA_0038,después de eso pulir tu lenguaje es como cuando haces una exposición a galerí­a se supone que la función del cobrador es
TEDX_F_040_SPA_0039,de todo lo que tú hiciste de toda tu producción de un año por así­ decirlo va seleccionar los cuadros especí­ficos para que se entienda en la exposición
TEDX_F_040_SPA_0040,paso por paso lo que se quiere decir entonces en una imagen concreta tienes que saber cuales son los sí­mbolos que quieres usar
TEDX_F_040_SPA_0041,para poder llegar a esa emoción entre las imagenes que estas usando como vas hacer que que primero el espectador vea una cosay después se dirija a otra
TEDX_F_040_SPA_0042,y eso te lo d la escuela las técnicas y después de tu tener las bases las transformas para crear tu propio estilo
TEDX_F_040_SPA_0043,para que decir cosas cuál es el mensaje en es libro que les digo que estamos en el que estamos trabajando en el estudio
TEDX_F_040_SPA_0044,la idea es la pasión que tenemos todos los integrantes de mi estudio es querer hacer contenido independiente que sea capaz de generar
TEDX_F_040_SPA_0045,conciencia contenido inteligente contenido que que que trascienda y de alguna manera que diga lo que nosotros
TEDX_F_040_SPA_0046,creemos hacerca del mundo y no diga lo que nos dicen que debemos de decir
TEDX_F_040_SPA_0047,esta padre ser un ejecutante o ser un ofrecedor de servicios para desarrollar las ideas de alguien más eso te nutre pero una vez que descubres
TEDX_F_040_SPA_0048,quel tanto lo que esa persona tiene que decir esta padre tú tambien tienes algo que decir que esta padre entonces puedes dedicar tiempo recursos
TEDX_F_040_SPA_0049,para impulsar una idea propia como impulsas la de los démas cuando estas trabajando de freelance
TEDX_F_040_SPA_0050,y bueno la idea que tenemos es que creemos que una imagen puede revolucionar conciencias cuando le habla al espectador en ese lenguaje compartido al que llamamos emoción
TEDX_F_040_SPA_0051,la emoción son ví­ncula ustedes han visto los comerciales que te hacen sentir emocionalmente vulnerable cuando ves un niño volando con su capita queriendo ser super héroe
TEDX_F_040_SPA_0052,son emociones que todos alguna vez sentimos es es algo que toca las fibras sensibles de de todos nosotros ese punto que quieres comunicar
TEDX_F_040_SPA_0053,que tiene que ver con tus vivencias tiene que ver con tus contextos co poder generar una imagen
TEDX_F_040_SPA_0054,que logre trascender culturas que logre trascender tiempo como una imagen muy tí­pica la del tio sam es una imagen que marcó generaciones
TEDX_F_040_SPA_0055,y en contraste con esa la imagen del chico hippie revoltoso rvolucionario poniendole una flor
TEDX_F_040_SPA_0056,en el cañon de un militar son dos imagenes extremadamente constrastantes que marcaron lo que fue una generación y esperamos que las siguientes genereaciones
TEDX_F_040_SPA_0057,quieran más hacer eso que solo ser un ejecutante de la idea de alguien más que esta en el establish men ideológico así­ queremos ser nosotros en basement y esperamos
TEDX_F_040_SPA_0058,que todos los creadores visuales empiecen a pensar más por defender sus propias ideas y generar conceptos que puedan hacer que algo cambie gracias
TEDX_M_001_SPA_0001,ocho años me querí­a comprar un estuche de detective llegué y le dije a mi papá
TEDX_M_001_SPA_0002,papá quiero comprarme un estuche de detective quiero saber si mis hermanas se están metiendo en mi cuarto a escondidas
TEDX_M_001_SPA_0003,sólamente necesito doscientos pesos mi papá me dijo sabes qué hijo fu te puedo dar el dinero
TEDX_M_001_SPA_0004,pero si lo hago no vas a aprender lo que es el valor de ganar el esfuerzo de ganar dinero etons lo que voy a hacer es te voy a dar las herramientas
TEDX_M_001_SPA_0005,para que tu puedas ganar ese dinero y te puedas comprar tu estuche tonces en aquel entonces mi papá me llego y me dio
TEDX_M_001_SPA_0006,las herramientas laborales más sofisticadas que tení­a en aquel entonces que era un valde un trapo y una escoba
TEDX_M_001_SPA_0007,y me pusó a limpiar la casa que manchado no je despues de unos cuantos dí­as pues llegué y empece a limpiar los vidrios y los coches y todo
TEDX_M_001_SPA_0008,este reuní­ cincuenta pesos fuí­ al super compre unos dulces y esos dulces se los revendí­ a mi mamá
TEDX_M_001_SPA_0009,y a mis hermanas más caros y volví­ y compré mas dulces y se los revendí­ a mis tí­as a mis tí­os a mis primas a mis primos estuve en la esquina
TEDX_M_001_SPA_0010,vendiendo dulces y derrepente llegue y decí­a aqui estan mis doscientos pesos estaba a punto de comprar mi estuche de detective
TEDX_M_001_SPA_0011,y dije hijole tanto trabajo namas pa saber si mis hermanas se estan metiendo a mi cuarto
TEDX_M_001_SPA_0012,mnho no estoy seguro entonces lo que voy a hacer voy a guardar voy a seguir trabajando ahora ese dinero y me voy a comprar algo
TEDX_M_001_SPA_0013,más padre valga más la pena entonces estuve ahorrando durante unos meses pero como si ustedes se dan cuenta me me tope con un fenómeno
TEDX_M_001_SPA_0014,hace veinte años méxico estaba muy muy poco estable y el peso se devaluo muchí­simo no entonces los precios subí­an muchí­simo
TEDX_M_001_SPA_0015,entonces estaba muy consternado porque lo que yo estaba trabajando y lo estaba ahorrando estaba volviendo menos entonces llegue y
TEDX_M_001_SPA_0016,le escribí­ una carta a santa claus y la carta decí­a lo siguiente estimado santa claus
TEDX_M_001_SPA_0017,recibe un cordial saludo este año me he portado muy bien mejor que los otros años nomas que cometí­ un error muy grande
TEDX_M_001_SPA_0018,estuve ahorrando y trabajando para comprarme mis juguetes y ahora resulta que mis juguetes es el dinero que tení­a ya no vale tanto
TEDX_M_001_SPA_0019,tonces este año en vez de que te pida un balón un nintendo o unos juguetes te voy a pedir por favor que me regales una moneda de oro
TEDX_M_001_SPA_0020,eso creo que va a soportar las devaluaciones tonces me acuerdo cuando llegó la moneda de oro y dije
TEDX_M_001_SPA_0021,wow esta padrí­simo esto creo que ya entiendo porque en la primaria nadie se queria juntar conmigo total estaba con la moneda de oro bien divertido y luego como que el encanto pre perdió
TEDX_M_001_SPA_0022,perdió porque yo estaba con esa moneda y esta padre y no se devalua pero no genero dinero tonces vamos haciendo otra cosa
TEDX_M_001_SPA_0023,llegue y le dije a mi papá papá tu que inviertes en la bolsa como es mi mas chance de digo yo tengo ocho años yo no puedo invertir en la bolsa tengo tener diesciocho años
TEDX_M_001_SPA_0024,pero juntos coinvertimos te doy mis ahorros y nos ponemos a ver analisamos empresas y nos juntamos de manera semanal y mensual
TEDX_M_001_SPA_0025,creo que era medio extraño de chico verdad entonces ahí­ estaba yo cada semana sacando el interes compuesto y decia mira esta en un mes voy a tener esto en seis meses voy a tener esto y en sei
TEDX_M_001_SPA_0026,wow me voy a volver rico tonces en está platica les quiero compartir la misma enseñanza que mi papá
TEDX_M_001_SPA_0027,no les voy a dar dinero pero si me gustarí­a darles las herramientas en este caso mentales para que usteres puedan
TEDX_M_001_SPA_0028,cambiarse a sí­ mismos cambiar sus empresas y poder cambiar méxico se esta dando un fenómeno en este momento histórico
TEDX_M_001_SPA_0029,la tecnologí­a está cambiando nuestras vidas esta cambiando la manera en la que nos comunicamos la manera en la que hacemos negocios
TEDX_M_001_SPA_0030,y la manera en que pasamos nuestro tiempo lo interesante de esto es que imaginense estas tres compañias que estan logrando detectando nuestras necesidades y sindo exitosas
TEDX_M_001_SPA_0031,estas tres compañias de sillicon valey el valor de estas empresas en este momento es casi lo mismo que produce méxico en producto interno bruto el año pasado
TEDX_M_001_SPA_0032,lo pueden creer como le hicieron estos tres empresas para en unos cuantos años a y por cierto estos emprendedores tienen mas o menos la edad de nosotros
TEDX_M_001_SPA_0033,como le hicieron para que en unos cuantos años pudieron generar tanta riqueza pero un y casi casi hace lo mismo de un paí­s
TEDX_M_001_SPA_0034,que genera este es una de las primeras potencias munciales es uno de los principales productores de petroleo en el mundo la tecnologí­a está generando un cambio importantí­simo
TEDX_M_001_SPA_0035,y méxico esta poscisionado para ser parte de este cambio orita les voy a decir porque viaje me toco ir a desde hace algunos años dije sabes que está padrí­simo esto sillicon valey
TEDX_M_001_SPA_0036,y hace algunos años me empece a ir platicar con inversionistas emprendedores ejecutivos y decia pues vamos diciendo que es sillicon valey porque esta dando este fenómeno
TEDX_M_001_SPA_0037,tonces cuando llegué yo esperaba ver pos autos voladores robots que caminaban en las calles o simplemente edificios que te hablaban no al abrir la puerta
TEDX_M_001_SPA_0038,y me dí­ cuenta que realmente eran otras cosas lo que hizo que a sillicon valey fuera tan mal son cinco cosas caracterí­sticas que me dí­ cuenta
TEDX_M_001_SPA_0039,la primera el riesgo es relativo imanginense ustedes son unos pintores unos muralistas
TEDX_M_001_SPA_0040,y llegan unos chavos desmadrosos con una idea de negocios y les dicen oye sabes que te voy a
TEDX_M_001_SPA_0041,te voy a quiero que me pintes mi oficina es poquito no es mucho y tienes dos opciones te voy a dar
TEDX_M_001_SPA_0042,un un pago en efectivo muy bueno en dolares o te voy a cero punto uno porciento de la empresa
TEDX_M_001_SPA_0043,hace unos cuantos años deivid chowe dijo sabes que la idea se me hizo medio mala pero pues vamos a arriesgarnos
TEDX_M_001_SPA_0044,y decidio hacer este pedir las acciones resulta que el está pintando los murales para una pequeñita compañia que en aquel entonces se llamabá the facebook
TEDX_M_001_SPA_0045,esas acciones que le dieron en este momento valen doscientos millones de dolares
TEDX_M_001_SPA_0046,lo pueden creer por pintar un mural creo que me equivoqué de profesión siguiente la ayuda
TEDX_M_001_SPA_0047,es intere es muy interesante como las personas se están ayudando entre ellos mismos
TEDX_M_001_SPA_0048,este en sillicon valey como se estan conectando como se están apoyando tu puedes llegar te presentas con inversionistas con ingenieros con mentores que te estan dando retroalimentación de las ideas
TEDX_M_001_SPA_0049,recuerdo pero no vi la la importancia de estar ayudando a otras personas hasta que me pasó a mi hace poquito tiempo
TEDX_M_001_SPA_0050,uno de los de mis amigos de uyala la compañí­a donde yo trabajo se salió y dijo sabes que quiero poner una empresa
TEDX_M_001_SPA_0051,y yo le dije oye sabes que te voy a presentar con un inversionista hace unos cuantos años vendió su empresa se la vendió a hugo un poquito mas de seiscientos millones de dolares
TEDX_M_001_SPA_0052,está buscando en proyectos en donde invertir como ves si te lo presento buení­simo entonces los presenté y a unas cuantas semanas
TEDX_M_001_SPA_0053,los dos me mandarón correo casi al mismo tiempo diciendome gracias que me presentaste fue una plática padrí­sima etcetera etcetera hicieron un contacto
TEDX_M_001_SPA_0054,la semana pasada el inversionista estaba tan agradecido conmigo que me invito a desayunar y me dijo adal muchí­simas gracias osea no tienes idea que padre me ideov este haber conocido a esta persona y ademas dejame te digo algo
TEDX_M_001_SPA_0055,tengo estas ideas de negocio que pienso tenian muchí­simo potencial y te las comparto y si tu las quieres ejecutar yo me vuelvo tu inversionista solamente por haberle presentado una persona
TEDX_M_001_SPA_0056,siguiente el valor de la comunidad se dice que tus ingresos son el promedio de los ingresos de las personas con las que mas te juntas
TEDX_M_001_SPA_0057,y pienso que en sillicon valey no solamente es en ingresos si no en ideas y en relaciones
TEDX_M_001_SPA_0058,la calidad de tus ideas son el promedio de la calidad de las id de las de las ideas de las personas con las que más te juntas
TEDX_M_001_SPA_0059,o las relaciones las sus tus relaciones son las relaciones de las personas con las que más te juntas esto tiene un peso durí­simo
TEDX_M_001_SPA_0060,y y el estar simplemente con e en un ambiente donde las personas están generando un cambio forma inteligente están haciendo una diferencia
TEDX_M_001_SPA_0061,hace un impacto tremendo yo recuerdo hace unos años hace dos años apenas habí­a cumplido veintidos años
TEDX_M_001_SPA_0062,solamente por haber estado en sillicon valey solamente por haber conocido a los fundadores de una compañí­a que se llama uyala
TEDX_M_001_SPA_0063,me dijeron oye adal a mi y a mi socio como ven si llegan arrancan como directores de la segu de la segundo centro de operaciones mas grande de la compañí­a a nivel mudial
TEDX_M_001_SPA_0064,despues del corporativo esta eso solamente por estar en el lugar correcto en el momento correcto y eso es
TEDX_M_001_SPA_0065,ponerte posicionarte ahí­ entonces ese es un ese es un aprendizaje bien interesante el equipo la decisión mas importante que uno va a hacer en su vida
TEDX_M_001_SPA_0066,es con quien va a echar a andar los proyectos este esto involucra por ejemplo el matrimonio una amistad una compañí­a o una organización
TEDX_M_001_SPA_0067,no entendia esto hasta que bismark leper el fundador de la compañí­a para la que trabajo que es uyala me platico como recibió financiamiento me dijo que semanas despues de que salieron de google
TEDX_M_001_SPA_0068,el y sus os socioas llegaron con ron conway que era uno de los que es uno de los em de los inversionistas mas destacados del mundo
TEDX_M_001_SPA_0069,es de los primeros inversionistas de google de twitter de foursquare es consejero de facebook llegaron y le pusieron le prepararon la idea le le le presentaron la idea de su empresa
TEDX_M_001_SPA_0070,y dijeron sabes que no lo tomes a mal la idea no esta tan buena pero el equipo es buení­simo y vamos una dinámica interesantí­sima y solo por eso vamos a confí­ar
TEDX_M_001_SPA_0071,en que van a hacer todo lo posible para cambiar su idea y van a hacerla exitosa y en ese momento unas semanas despues de haberse salido en google y con un producto casi casi inexistente
TEDX_M_001_SPA_0072,tenian un millon de dolares en su cuenta de banco y finalmente la caracterí­stica que mas me llamó la atención es que todo está en la mente
TEDX_M_001_SPA_0073,todo tiene que ver con la manera en que nosotros nos vemos a nosotros mismos la capacidade que tenemos para creer que podemos cambiar el mundo
TEDX_M_001_SPA_0074,la capacidad que tienen los inversionistas de decir si voy a invertir voy a arriesgar mi tiempo y mi dinero en estas personas que quieren cambiar al mundo y de la comunidad
TEDX_M_001_SPA_0075,que quiera apoyarte recuerdo hace una dos dos años tres años mas o menos que habí­a puesto una compañí­a que se llama invico
TEDX_M_001_SPA_0076,antes de haber ganado como la este hay un concurso que se llama desafí­o intel y nos toco ganar primer lugar como la mejor compañia de tecnolgí­a en méxico
TEDX_M_001_SPA_0077,antes de haber tenido ese concurso unos dos meses antes me junté con mi mejor amigo de la secundaria me dice adalberto como te ha ido que has hecho en que andas
TEDX_M_001_SPA_0078,dije a mira pues estoy en una compañí­a que yo fundé que se llama invico esta padrí­sima porque llegas y pones una transacción que quieres cerrar y lo pones en las redes sociales y twitter y facebook
TEDX_M_001_SPA_0079,esta genial llega se me queda viendo y me dice adalberto no te da pena no te da pena que tus hijos vayan a la escuela y cuando les pregunten a qué se dedica tu papá ellos contesten
TEDX_M_001_SPA_0080,se dedica a postear cosas en facebook pues yo dije pus si verdad creo que si me deberí­a de dar un poquito de pena
TEDX_M_001_SPA_0081,en fin como se daran cuenta lo que hace sillicon valey ta maravilloso no son ni el capital ni las universidades
TEDX_M_001_SPA_0082,ni los robots volando o los edificios hablandote lo que hace a sillicon valey tan único es la manera en que las personas
TEDX_M_001_SPA_0083,se piensan de piensan de sí­ mismas la actitud que tienen cercas de si mismas de si mismas y de las otras personas esto es lo que méxico puede aprender de sillicon valey
TEDX_M_001_SPA_0084,estamos en un punto historico donde la tecnolgí­a esta generando una revolución tremenda y nosotros estamos mas cerca de sillicon valey de lo que sillicon valey esta de nueva york
TEDX_M_001_SPA_0085,poner una empresa en méxico cuesta cuatro veces mas barato de lo que cuesta ponerla en sillicon valey tenemos decenas de miles de ingenieros super talentosos
TEDX_M_001_SPA_0086,y tenemos todos los factores necesarios para poder ser exitosos solo es cuestión de poder cambiar
TEDX_M_001_SPA_0087,nuestra actitud mental que tenemos hacia nosotros y hacia los demas es tiempo de hacer historia
TEDX_M_002_SPA_0001,niños no saben que es lo que les apasiona por qué
TEDX_M_002_SPA_0002,la educación hoy en dí­a es memorizar y no se convierte en algo creativo analí­tico y práctico
TEDX_M_002_SPA_0003,y por qué hay tan pocas formas divertidas de aprender lo complicado esas fueron algunas de las las preguntas que me hice en diciembre de dosmil ocho
TEDX_M_002_SPA_0004,y al responder estas preguntas definitivamente cambiaron las cosas qué sucedió
TEDX_M_002_SPA_0005,convertí­ mi pasión en un proyecto conseguí­ kitts de robots prestados escuelas que nos pagaran los viaticos
TEDX_M_002_SPA_0006,a un grupo de amigos de la universidad que me acompañara pa para dar clases pero tambien
TEDX_M_002_SPA_0007,me recueo que recuerdo que en dos mil nueve viajamos por cuatro estados de la republica mexic mexicana impactando a mas de trescientos alumnos
TEDX_M_002_SPA_0008,desde los siete años hasta los diesciocho el taller consistí­a en armar y construir su propio robot
TEDX_M_002_SPA_0009,jamás lo habí­an hecho pero cuando les dimos la oportunidad definitivamente nos sorprendieron y para mi
TEDX_M_002_SPA_0010,todo terminaba cuando regresaba e y lo era a traves de publicar una reseña en forma de video
TEDX_M_002_SPA_0011,en donde decí­a esto fue lo que hicimos y no lo vuelvo a hacer entonces pero nunca me imagine
TEDX_M_002_SPA_0012,que despues de despues de esto me llegarí­an mas de cien correos electronicos de diferentes partes de méxico y del mundo
TEDX_M_002_SPA_0013,preguntando a cerca del taller y entonces esto el proyecto se convirtio en una empresa
TEDX_M_002_SPA_0014,hoy en dí­a en en menos de dos años estamos presente en siete paí­ses tenemos tres sucursales
TEDX_M_002_SPA_0015,cuarenta y nueve instituciones educativas en doce estados de la republica mexicana atendemos a mas de tres mi setecientos alumnos por año
TEDX_M_002_SPA_0016,y no solamente los inspiramos a que ellos experimenten algo real y divertido en ingenierí­a si no que ahora tambien
TEDX_M_002_SPA_0017,en animación negocios medicina y arquitectura hoy en dí­a las carencias en una sociedad son
TEDX_M_002_SPA_0018,son muy notorias pero si las ves las vi de diferente ángulo en donde
TEDX_M_002_SPA_0019,yo estaba convencido que ese taller desa desarrollarí­a ataq alta creatividad e inovación en los alumnos
TEDX_M_002_SPA_0020,y esto definitivamente lo vi como algo que mejoró la calidad de vida y transformó un paí­s de no solamente
TEDX_M_002_SPA_0021,cambiar de ofrecer mano de obras si no de ofrecer mente obra creatividad e inovación
TEDX_M_002_SPA_0022,tengo muchí­simas experiencias que les podria contar pero estar muy alertas y estar en el momento indicado ha sido clave
TEDX_M_002_SPA_0023,entender las jugadas de la vida leer libros para mi fue algo que
TEDX_M_002_SPA_0024,que se me ocurrio hacer dije voy a leer muchos libros por todo lo que tengo que hacer sin contexto familiar emprendedor
TEDX_M_002_SPA_0025,acudí­ a mis profesores de la universidad y les dije tengo muchí­simas dudas necesito que me ayuden forme un equipo de consejo
TEDX_M_002_SPA_0026,y entonces esto me ayudo a entender que cuando veo a una persona debo enfocarme en sus habilidades el factor dinero
TEDX_M_002_SPA_0027,definitivamente siempre está vital ese patrocinador que me presto lo kitts dida didácticos
TEDX_M_002_SPA_0028,que ahora es mi socio ivan carranza fue una gran ayuda en ese momento de pero y estoy convencido que si hubiera dudado
TEDX_M_002_SPA_0029,me hubiera perdido la oportunidad de escuchar tantas historias como
TEDX_M_002_SPA_0030,que un alumno dice ya sé que voy a estudiar como lo como una mamá decir mi hija de nueve años reparo las luces de navidad
TEDX_M_002_SPA_0031,o inclusive contar anecdotas como esta es esta esta muy divertida para mi
TEDX_M_002_SPA_0032,resulta que en un taller de verano muy temprano pues asistian todos los niños de diferentes edades
TEDX_M_002_SPA_0033,una maestra de esas que traen la música hasta en las uñas la matraca y todo no entonces esta maestra
TEDX_M_002_SPA_0034,pues al ver que estaban los niños pues medio dormidos por la hora en la que iniciaba el taller le dijo a todos queremos
TEDX_M_002_SPA_0035,que se quiten el traje de tortuga y se pongan el traje de conejo entonces ahí­ la maestra los animo y todo trabajaron muy bien
TEDX_M_002_SPA_0036,y despues al final dijo bueno maña quiero que se traigan su su traje de conejo para poder seguir avanzando
TEDX_M_002_SPA_0037,entonces al siguiente dí­a llega una mamá y dice y va con la maestra esta de de robotica y dice maestra no encontre un traje de conejo
TEDX_M_002_SPA_0038,y la verdad no entiendo que tiene que ver un traje de conejo con una clase de robotica y todaví­a la maestra le dice y dónde quedaron las orejitas y dijo las deje en el salón
TEDX_M_002_SPA_0039,definitivamente y y me di cuenta que cada ves que cada ves que dudo pierdo una oportunidad de generar un cambio
TEDX_M_002_SPA_0040,emprender definitivamente es mirar mucho mas allá de los obstaculos que depronto
TEDX_M_002_SPA_0041,cuando recibí­ la noticia dos dí­as antes que la compañí­a en la que volabamos habia quebrado
TEDX_M_002_SPA_0042,y entonces no habia ni dinero ni vuelos para nadie y habia cien niños esperandonos
TEDX_M_002_SPA_0043,fue un grn reto superar eso o tambien que depronto te digan las escuelas estan cerradas por epidemia sanitaria no pueden dar clases
TEDX_M_002_SPA_0044,resolver eso fue bastante interesante entonces lo que aprendi en esto fue a superar esas barreras mentales
TEDX_M_002_SPA_0045,y entendí­ los momentos difí­ciles y conocí­ el aqui y el ahora otra de las cosas
TEDX_M_002_SPA_0046,que hacer en las vacaciones de verano otra pregunta que tambien tuve es
TEDX_M_002_SPA_0047,grandes que he aprendido es fue la felicidad que tienes al materializar alguna idea
TEDX_M_002_SPA_0048,y para mí­ el dí­a esperado de ese de esa planeación que hice en diciembre finalmente habí­a llegado
TEDX_M_002_SPA_0049,el avión habí­a despegado de monterrey ibamos rumboa sie a chihuahua a dar las clases
TEDX_M_002_SPA_0050,voltie a ver hacia atras y vi a un grupo de amigos que habí­a documentado cinco kilos de ropa y treinta kilos de robots
TEDX_M_002_SPA_0051,entonces dije wow esto es realmente impresionante para mí­
TEDX_M_002_SPA_0052,y ntonces descubrí­ el efecto de compartir la pasión al ver a todos esos niños apasionados cuando terminaban su modelo y le prendí­an y le poní­an motor
TEDX_M_002_SPA_0053,y otra de las cosas muy importantes es de que he aprendido a ver los detalles en el camino al ver aquellos
TEDX_M_002_SPA_0054,que se convierten en vela para mí­ que me motivan a seguir adelante y desde luego que tambien
TEDX_M_002_SPA_0055,pude percibir esas personas que eran como una ancla que se burlaron del proyecto
TEDX_M_002_SPA_0056,dijeron estas realmente loco y nunca vas a conseguir nada nunca imagine estar haciendo lo que hago ahorita
TEDX_M_002_SPA_0057,literalmente fuí­ de la práctica a la teorí­a y entendí­ que si hago lo que todos hacen voy a obtener lo que todos tienen
TEDX_M_002_SPA_0058,le pregunte al primer directivo escolar por qué decidiste que yo te diera el sevicio
TEDX_M_002_SPA_0059,y me dijo adar la propuesta que me enviaste me fue extraordinaria y recuerdo que esa propuesta
TEDX_M_002_SPA_0060,ya hasta la recitaba dormido la le la corregí­ una y otra vez como treinta veces
TEDX_M_002_SPA_0061,hasta que quedó entonces en ese momento me dí­ cuenta que buscar que la excelencia sea una
TEDX_M_002_SPA_0062,no sea simplemente una moda si no un estilo de vida cuando mis padres decidieron educarme en casa muchí­simas personas dijeron
TEDX_M_002_SPA_0063,que mi vida seria una fracaso y posiblemente ahorita te preguntas que tiene que ver esto con todo lo que nos has platicado pues muchí­simo
TEDX_M_002_SPA_0064,porque aqui el factor clave es la confianza fue algo que literalmente fue un parte aguas en mi vida pero era confianza en que dar ví­a pudiera hacer las cosas
TEDX_M_002_SPA_0065,si no primeramente confiar en un dios soberano excelente apasionado y que nunca falla y despues de eso ahora si
TEDX_M_002_SPA_0066,empezar a co a no dudar e aprender de los demas a compartir mi pasión a hacer cosas diferentes buscar la excelencia
TEDX_M_002_SPA_0067,y entonces literalmente me convertí­ en lo que buscaba cuando cuando confie descu descubrí­ que este mundo lleno de oportunidades
TEDX_M_002_SPA_0068,literalmente estamos para sorprender y no ser de los sorprendidos y finalmente
TEDX_M_002_SPA_0069,entendí­ que este es mi momento en la historia es mi oportunidad de estar ahí­ para compartir con los demas lo que más me gusta
TEDX_M_003_SPA_0001,al dí­a mueren casi doscientas cincuenta personas por consumo de tabaco en el paí­s eso quiere decir que una avión se estrella todos los dí­as
TEDX_M_003_SPA_0002,y muere esa cantidad de gente cinco millones casi de alcoholicos identificados que afectan a treinta y dos personas a su alrededor
TEDX_M_003_SPA_0003,hagan los numeros y nos falta población todos somos afectados por este problema tenemos tres millones de de drogas ilegales
TEDX_M_003_SPA_0004,y pareciera que el problema real en méxico es un problema de alcohol y tabaco mueren mas personas por alcohol y tabaco
TEDX_M_003_SPA_0005,que por consumo de drogas ilegales y pensamos que tenemos un gran problema de narcotráfico y una gran estrategia de combate y lucha al crimen organizado
TEDX_M_003_SPA_0006,se invierte muchí­simo dinero en en programas de combate y de reducción del daño
TEDX_M_003_SPA_0007,y estamos haciendo pareciera lo correcto al atender lo problema el problema que creemos
TEDX_M_003_SPA_0008,que tenemos en el paí­s estamos hacer el cambio un cambio de enfoque un cambio de gafas
TEDX_M_003_SPA_0009,y cambiarnos la perspectiva el problema no es el problema el problema es como miramos el problema creer es crear lo que crees lo creas
TEDX_M_003_SPA_0010,el que medio cree medio crea con todo el juego de palabras que eso implica es decir de alguna manera
TEDX_M_003_SPA_0011,tenemos que tener la consiencia de que todo comienza con un sueño y soñar es importante un sueño es una es una creencia es una visión creadora tiene la capacidad
TEDX_M_003_SPA_0012,de formarse y hacerse realidad todo lo inconsiente trabaja a favor para que las cosas sucedan
TEDX_M_003_SPA_0013,justo lo que te pones en frente es lo que obtienes y es importante cuestionarnos en lo que creemos
TEDX_M_003_SPA_0014,porque dependiendo de nuestra creencia y nuestras actitudes se modelan nuestras conductas normalmente hacemos lo que creemos
TEDX_M_003_SPA_0015,las personas tendemos a hacer aquello que creemos que es lo normal el dí­a de hoy hablare de como usamos el cambio de creencias
TEDX_M_003_SPA_0016,para cambiar la realidad como como la como la influencia social afecta nuestro comportamiento
